mz_rt	BD01	BD02	BD03	BD04	BD05	BD06	BD07	BD08	BD09	BD10	BD11	BD12	BD13	BD14	BD15	BD16	BD17	BD18	BD19	BD20	BD21	BD22	BD23	BD24	BD25	BD26	BD27	BD28	BD29	BD30	CT01	CT02	CT03	CT04	CT05	CT06	CT07	CT08	CT09	CT10	CT11	CT12	CT13	CT14	CT15	CT16	CT17	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	SZ01	SZ02	SZ03	SZ04	SZ05	SZ06	SZ07	SZ08	SZ09	SZ10	SZ11	SZ12	SZ13	SZ14	SZ15	SZ16	SZ17	SZ18	SZ19	SZ20	SZ21	SZ22	SZ23	SZ24	SZ25	SZ26	SZ27	SZ28	SZ29	SZ30	QC_1_2	QC_2	QC_2_2	QC_2_3	QC_2_4	QC_3	QC_4	QC_4_2	QC_4_3	QC_5	QC_5_2	QC_5_3	QC_5_4
754.737443612634_46.2621402	453720.37035	602764.55665	722297.55038	489089.43750	805769.53619	508518.75881	545266.65807	549033.25308	698220.69875	399148.23947	542671.55604	486287.86242	663519.30717	681228.65564	155030.48230	432153.67129	729186.11788	524974.87820	818538.77026	565250.22635	646420.95058	584445.28741	635141.09514	185430.68475	681504.50564	673562.43476	664147.12605	580728.23713	592929.49837	700765.67761	564371.08454	822468.10665	702334.15581	183093.50305	629503.40344	1090055.38421	587653.70623	698876.95470	459990.85501	577811.96812	777421.00250	621017.32923	571361.64456	711061.46237	552327.49202	640028.20989	621685.48778	662835.91276	1060883.62657	603939.19889	624476.94397	640938.52155	716256.08678	578512.26107	448805.56259	587122.32127	639240.48160	572553.05727	559491.19247	560684.79696	549699.05047	365973.62277	583597.27751	520264.28713	649733.39580	640548.92149	571919.59445	632526.53047	646966.84702	559691.84012	583825.46789	696757.16652	623807.08576	634174.06297	459916.91863	486348.96226	704790.30133	126304.52364	611963.41396	932441.01582	362221.04259	610739.27952	710900.75440	603660.58076	615120.05450	594240.41883	647307.53300	529719.61625	336182.87936	649255.61459	611291.69101	782571.36104	767879.18692	663974.83559	591978.11129	87053.72383	656466.54919	708449.50734	643407.35040	573856.51122	598357.23271	753776.25057	535974.96980
755.513544720143_314.05362	1144286.14599	929903.71177	742042.95774	877675.88651	791818.07335	1537241.29756	630022.31755	752682.20015	874346.48609	393467.95149	609378.34855	947893.79552	779068.61154	264890.70721	1003510.52604	598660.07513	530697.14166	645700.08061	720573.87105	1356368.31382	512691.41161	768803.08842	598825.00814	889483.22343	607315.13910	609122.17027	568006.28747	724028.77653	844437.83659	1043831.20326	815470.26411	872607.93254	588394.39390	678883.18996	710696.37921	453779.49896	913566.14320	636306.93425	493755.16316	890664.23976	765944.85957	846349.38599	913612.63723	555336.46606	796572.58339	538268.44686	879734.80726	958089.05468	387346.61563	953015.61794	666500.20252	795996.33880	582618.25475	1062408.83421	732128.52919	1012971.37950	823301.12318	796929.53406	711150.79008	652100.69431	374234.84619	458462.82941	667257.81513	704553.85452	508904.98650	404379.40901	384529.36383	792525.26226	606735.03697	845809.11919	968190.39586	567478.73582	536802.97794	651894.70785	618938.32778	632200.07319	747069.89881	607172.83700	537062.00216	537168.14762	768821.00677	1109321.65732	665562.31462	589193.49261	789275.23141	533515.18230	702881.53244	564312.74236	760239.79999	592562.83384	661321.20235	707859.35834	901278.19482	947995.04619	923261.20468	533424.71775	558864.90545	655010.23933	659972.05740	597670.58204	617662.77067	619935.70023	608485.00229
756.281170216956_117.476616	1057509.24785	1426965.90398	991929.28810	1231156.87887	1233294.84641	1095430.66259	1492596.41447	1407988.37747	1697664.38602	906866.56786	1077251.68211	956894.51377	1577034.05091	1641859.29821	968562.59613	1175962.41454	1440684.06533	1603009.97418	1484754.50841	1152652.37846	935823.59978	1948334.15956	1627533.68180	1117673.52941	1320354.90334	1489445.81606	1110220.85852	1122034.98559	1697476.01250	809699.64160	1283345.40526	1032657.42428	1104297.65693	1856602.69870	744215.85395	929996.71301	756619.74849	1040878.22071	1697401.54382	1057448.22358	1368925.87373	1653320.15701	998364.46381	1397203.72215	933768.46203	1251635.25216	1289887.90800	1222760.20222	415869.13884	965154.34261	1119778.36084	1077287.23160	1450704.82765	1299327.59614	969677.88447	756053.42421	1417252.64484	1481840.10869	1267107.53469	1720097.94855	1637712.58194	1234203.25817	1602212.46450	1013595.98603	1481068.25066	1279964.68354	1553568.72329	1718469.70984	1040051.39863	1055505.23863	1440078.48741	1597607.20039	1401458.37194	1534224.49785	1407277.22179	1618570.84294	1116467.29893	705640.03394	1211810.84673	1231604.58403	1106816.38944	1033857.70221	1244464.53220	1561328.18934	1786295.49644	1655686.71122	1514821.95015	1659803.20888	878495.18947	1927394.66497	1150489.69702	828669.34834	1316611.42762	1362963.71334	727980.83646	593839.10138	1149128.02211	1391343.60559	1372869.02024	1443688.52299	1680133.05324	1509478.99404	1658904.04611
756.822707071359_46.5972525	1015109.95445	1198929.47484	1411500.64958	1037809.74336	996412.10600	1369240.97145	1144643.94128	1392026.71240	1152093.51277	666212.43976	1388627.20784	1122969.71868	1029213.64512	913734.36315	1079145.42535	1644640.45544	1193763.55255	1245524.64541	1121699.63967	1353686.69646	1231743.01548	843552.44922	1364372.59722	1037608.40037	815627.97508	1310461.11544	1286226.88170	1215679.53170	1061508.31581	1039585.12552	1097285.64490	528077.84730	1444442.80143	371496.18436	1429022.26139	1345756.98369	1254378.13467	1298547.95196	1166221.96330	1723239.55462	1168442.04431	840145.88112	1418367.40905	791295.77188	1142198.64285	1159366.37982	1438068.60755	1379759.18635	1776545.34711	1332548.03278	1345829.17325	1269399.33752	1409190.31999	841506.97109	1071012.65877	1315008.13900	1139122.58398	769121.95862	1436038.78748	723974.29456	757668.58967	779125.27734	1017919.62180	1096087.35837	1234551.01053	542484.87047	1072669.97047	1264578.49921	1540150.66772	1460675.48605	1459927.75728	1070053.44429	1274800.09844	1161853.62377	1091416.16459	1044407.37820	1327006.79639	1125301.65331	1763197.37609	1106395.51613	967894.89754	1039343.77902	1518358.53174	1235505.08333	1525420.92751	799772.96829	1287572.06559	1150188.87653	704631.94827	1349734.14777	1174912.18909	1183453.77329	1230946.69021	1284614.24209	1359738.41937	760709.35275	1326690.87504	1434455.08602	1454778.92767	873471.53236	946298.30201	1078743.09178	1117570.66254
757.67336773304_933.53595	876452.86995	719450.06973	770143.39800	739594.69350	913515.49011	724958.36537	936381.43661	828159.92009	770545.94312	979384.09782	839636.45116	749668.75590	819820.66393	890043.46415	900540.60279	778488.82985	796849.73944	801492.18947	811388.44162	772525.61380	810188.60713	859800.38391	959552.81908	768792.28850	660371.64357	764077.13245	890296.12650	886479.57813	834113.33431	813781.11515	801995.46526	874122.28342	862591.62840	822555.24448	817966.71622	1522646.82139	834923.90344	783460.86785	876811.06206	764972.81770	880285.58989	766046.85707	890374.25777	810438.18014	806736.24838	792338.62188	786176.39781	739266.79962	1775675.00578	783109.72839	831727.04457	798630.24919	840270.70924	813685.93866	699435.49540	741336.31354	822591.14459	835003.86392	1005712.08186	789615.93768	945735.53686	823607.96733	904316.33398	855439.80602	785517.97144	887220.73473	879139.93785	736848.12131	792801.14498	751399.98799	741855.79461	868491.65692	748788.89226	867730.42304	914341.63670	823423.26045	799844.34371	919226.89307	775871.93792	858750.43229	954150.84394	755450.99206	752524.07707	848630.67003	837858.74469	688700.03068	853065.08177	809098.23784	792242.63875	734133.47127	798379.15976	848695.43554	827505.04322	812291.46154	886986.13132	715966.61127	720704.39811	722605.87161	733946.48112	656212.25240	768398.27589	771780.27176	782218.06905
759.494744736206_245.91045	550724.80261	233691.52838	315631.77230	256917.39220	407919.42246	102468.82134	182652.81579	209357.57125	283689.70053	40834.57156	254265.55536	537463.48073	192679.76417	48165.98248	217147.45387	146613.85781	154077.07077	258862.13610	208919.33750	350938.86019	97941.40738	382685.52665	403337.64555	187801.91171	133008.22448	104990.95250	164681.36118	168527.69237	281536.32887	637465.45285	189975.82267	346532.31146	219022.03482	185732.42943	240097.17639	151307.21681	664937.94451	212845.51961	141910.47875	431660.85408	247782.56949	270463.93187	557417.70260	153203.15036	171088.48689	255123.71175	293996.31716	358234.53870	146565.16241	181985.08123	241363.48371	146234.74169	124708.59947	538836.70072	232511.26591	271475.53112	521308.00854	283873.72277	253157.30676	277192.09739	88589.61755	234300.44153	164594.60307	294051.36670	109925.12500	106917.31305	105337.26311	396109.31166	223006.62404	280606.42843	474071.86410	142803.14929	118821.17232	99236.03071	145076.67464	219402.75979	348607.04909	156647.85226	164837.75485	154238.21023	436120.03620	178669.53822	283394.28478	240478.67974	387619.41357	45136.40159	242147.94928	70502.27058	461261.40268	206140.64774	215675.22969	360064.47743	399704.78427	408640.46361	671983.36829	184603.30093	212671.30164	246228.94118	288700.68519	185983.66325	271814.57129	235459.69109	248591.49948
761.548986555349_302.627394	1553093.98780	993828.65197	710172.61777	881333.89824	870696.14691	1169058.86018	1072162.53602	900540.62755	1308377.57907	825067.55866	808123.12300	1367014.60222	1400739.63109	537031.18920	1020950.97139	742169.12644	682003.67195	1420849.01806	977859.34341	2043829.18206	774822.43274	604826.23341	1159878.17069	1172165.91380	981356.73343	1107081.43511	1203467.48866	844875.00186	817960.76636	863958.79734	985175.00108	824693.85185	743667.15100	783568.73574	1047176.26043	775428.07815	1091997.98398	923238.01008	728153.07277	866715.62372	827034.34034	1445991.82287	1372396.62534	812165.78068	841793.15082	733433.07522	667283.12990	814900.21218	836840.93846	1268120.80799	1088443.85584	1093261.69724	615386.74306	1483570.93269	1025953.74349	736297.51403	968349.89792	1500860.02863	822841.34889	856916.22390	827705.85156	509135.61794	1242013.65681	1012278.23103	661609.10069	746090.67720	487788.94845	927415.20989	876750.67060	2505254.03458	1821491.75563	695954.65912	1079790.76542	834818.12548	802009.13988	920228.45742	849787.22112	976026.77827	1155973.20284	979882.76523	714433.54307	998470.71719	1296683.12341	862067.94169	1099774.13274	1140247.18271	1335701.43953	1110276.07331	965757.11248	1067433.92409	981715.42247	989890.58195	915603.00341	923585.35682	988675.17178	1016896.53874	993941.66018	957416.48836	1007773.41342	980830.73967	975106.41942	993814.65107	1020488.35502
762.279354095838_73.81521	1305535.60574	1425524.51702	1065021.89309	1461372.75034	1411851.94339	1260680.38453	2141799.63188	2239460.30472	1628826.26043	2297694.38113	1641068.72556	1546895.88907	1894647.55676	2327444.80382	1341428.66791	1372122.00533	1590776.17495	1756145.60843	1760442.24372	964128.39647	1847735.17277	2194150.44579	2115267.86793	1406441.69635	1263943.05483	2052151.14494	1691883.04048	908576.88509	2566569.51738	1228262.13684	2138446.23296	439704.35522	1622044.39932	1691099.85963	1156177.89864	3157545.52370	799956.58165	1673394.99248	3531722.98540	960479.29231	1142590.83139	1419258.97220	928126.06917	1602860.08005	1864613.15969	1669438.39614	1910902.63425	2372545.96192	746600.95240	1472793.34239	1385026.47740	1203367.76382	2035856.21975	2958442.05616	1853463.61806	1140296.64464	1711281.95945	2219649.46089	2015330.11557	2853569.87890	1755736.89868	1050882.71762	2618642.84957	1930310.75710	1154529.62939	1160604.21077	2244009.56486	1854645.28756	1910589.70996	1460882.53176	1735416.89261	2522743.42506	1392443.92132	2431301.69683	2134253.24831	3244652.86033	1180070.28185	598927.04561	1466349.26037	1427182.70019	1785562.80636	1163599.32412	1911653.82870	1734321.64707	2542775.35778	1965593.46667	2518717.00314	1419407.22684	1242602.54220	1948004.50469	1103868.00498	1714758.58979	1901424.46854	2111044.17754	757030.89941	764255.75727	1266997.45049	1401078.51598	1457932.84131	1933045.56493	2041709.75783	2165394.11248	2145619.61530
762.543351741832_327.627318	4069855.09990	3428850.13002	3022933.72691	2885830.80437	3230490.78488	3044608.52686	4427039.46732	2785966.60933	3577871.36534	3344956.66087	2704898.98603	4421195.05054	4124532.74005	2215471.17074	3045449.30534	3080163.20778	3163543.29630	2742495.13297	3321084.47208	4273338.08437	2102502.85957	2379763.07028	2943124.62514	3017600.68400	3194435.18427	3430930.03468	2288141.12729	2787082.69798	3144331.86781	3739111.95957	2399992.94763	3393483.84164	2614326.39299	3255071.88523	3935629.99697	2302188.95623	3291238.26870	2586412.08544	2606190.47448	4519835.06452	2525456.47617	4329645.65413	4472066.18099	2346127.66265	2665018.04013	3361983.91535	2756290.66065	2944018.99795	3473781.27997	2873831.29407	2686106.23544	2833344.87618	1831381.50147	3950990.56307	2690681.97073	2184564.96311	3975144.71500	4141818.92259	2875104.00832	3121400.89671	2431948.52503	2089600.17921	2742607.78427	2875124.16399	2586694.49626	2273432.84386	1746906.79322	2979694.25865	3007324.83534	4109565.24187	3933804.64797	2536983.11357	2814034.67555	2111623.84434	2397147.35504	2906698.95915	3347980.38712	3316437.37710	2999386.24461	3267289.48453	3352946.81898	3507065.26209	3550513.48498	2943560.89286	3215823.62815	3402736.77935	3485269.45391	2938721.02856	4230156.91381	3250711.03408	3222410.17466	3598154.92728	3533909.01916	3326012.91484	3195640.40729	3612961.04119	3531763.69064	3371688.38407	3298508.66647	3265234.14835	2960265.76551	2883424.63433	2927237.79548
762.768563113157_46.7753736	1315397.19938	1204783.90758	1429008.73357	1267829.88258	1408428.65612	1088311.29749	1297101.94174	1351357.84113	1262177.87347	1009949.12732	1200091.16169	1013704.78990	1335037.74956	1249113.39655	484920.76220	1191930.54887	1534037.20225	1241888.26664	1491093.46149	1291336.33448	1215452.46947	1141937.75089	1362691.00519	1476807.45749	1316715.52984	1367057.68632	1270795.59035	1410009.66216	1204202.85665	1294529.55645	1358199.65418	1273895.98881	1412402.43822	503974.22622	1395086.22785	2072838.74720	1088160.50394	1307255.38130	1191812.35511	1566667.02395	1521320.92285	1237417.56955	1334677.00164	1190300.25140	1150443.88635	1367406.88586	1422918.93212	1370390.22726	1697537.82910	1217699.52622	1338919.67837	1362903.91178	1471708.27718	1117077.62424	859803.67176	1197666.63577	1335108.21989	1170280.85133	1210870.37468	1125684.82273	1147862.89111	882770.58233	1169246.51629	1012629.69685	1415138.69447	1107859.94153	1242211.01613	1302844.66649	1331403.68078	1189349.99895	1303776.98013	1413848.08045	1344918.27427	1339055.58575	1145467.30167	919629.53299	1488962.80895	387119.17707	1423742.18721	1869797.02692	782892.60261	1069536.69369	1496868.29173	1386871.90880	1324588.60363	1175276.18369	1315169.45849	1108928.19885	648609.49203	1456947.73943	1115632.62503	1404886.61112	1605860.27571	1577425.34277	1242114.67132	293255.51644	1437151.34634	1501841.13730	1225455.22440	1204981.41120	1140987.38824	1296935.81249	1301356.80614
763.282714716495_73.854924	442402.59598	506867.84344	320275.38439	470946.52507	425394.22369	317048.95604	729484.43611	816725.90167	524514.87372	767604.20106	464229.23780	550356.20900	696238.36591	831434.23935	397029.10013	374677.49497	510759.37280	546761.28215	566263.36578	309813.53280	631333.02415	699934.79050	746729.76710	423693.57574	417387.49593	596604.63723	474055.72402	273321.85846	798804.02799	419833.67657	721459.01620	193716.29199	460002.39286	510011.56726	368435.91668	1038942.44671	230399.50678	536467.06420	1239705.19229	224254.33209	368071.20332	447613.24159	295299.00250	533900.04742	560079.00207	462039.10379	650551.16246	674101.03805	109092.90844	452882.17773	428209.76658	433990.15168	700212.01549	1120055.36206	582542.95724	352563.74946	567287.38040	727377.52260	737419.71253	982754.94784	591773.74068	202628.13303	901730.42296	561394.98409	321127.68870	477475.26000	732469.03901	631984.36826	569737.68657	362804.91631	552131.13705	832074.11404	416258.78642	862424.48918	700862.59856	1218122.71970	399003.89714	146724.24008	498422.13900	372897.08917	618992.72138	277223.85722	629853.35682	582924.78056	889560.30600	622565.17394	803342.55655	446406.83090	339569.73265	714652.70172	366184.50680	553399.70384	595540.00643	664285.74223	234847.28423	192207.72548	356070.05046	413232.17000	443506.64462	536591.16589	690279.26314	708070.40446	762348.83542
764.294830225105_91.455654	1112708.47198	1240588.66696	602326.63208	962945.49639	1167761.40375	691759.02982	1653913.89967	1560448.88480	1170391.53460	1527400.94135	1056397.55380	698512.71109	1383989.33974	1557720.63820	766312.38528	885724.88365	1259235.52206	1510798.70689	1467229.12694	875183.30026	918493.50276	1579025.75774	1954188.73885	1008833.54307	846168.24185	1029900.49536	693210.78969	957736.97430	1618218.11323	1184086.98987	1207263.20175	606923.46144	939813.01034	1372553.26657	614189.74400	1326261.66056	591985.41596	923835.73903	1795090.09697	775771.96716	1116419.74014	1200809.85156	822991.64655	1440816.07488	1054450.28606	842158.81120	1122461.83012	1389043.08598	338561.03860	757138.48294	940691.08508	1034443.17231	1175522.45515	1701404.02102	839448.85566	842239.16203	1451375.57621	1500263.18154	1097236.18458	2054708.44374	1633166.38184	865377.01003	1896380.82420	999218.45066	894329.46606	1340076.45424	1612084.54962	1427778.56613	977621.15910	959099.70654	1196968.18397	1654627.80617	1138560.53553	1624075.30531	1815466.12396	1758227.41733	696935.92190	615082.73487	786363.15619	969977.90976	1161793.76258	775633.74510	1129148.83178	1106553.48357	1760902.39842	1270495.72321	1619580.25231	1215250.93573	689648.88946	1411360.39582	809698.35694	930051.80141	1242122.01779	1282866.48602	558768.18969	418959.88649	860563.73347	1048494.85549	1018251.64305	1157836.33481	1440907.82480	1486152.11569	1658363.50906
764.76671233775_46.2974166	621120.87681	755745.77917	985234.84937	736753.40435	667591.71957	646466.97912	778135.96987	730577.28607	717123.89220	495122.29129	709089.18047	577152.74944	720740.66560	742732.67436	293594.11876	578177.60524	743841.07829	656384.55679	666446.11571	848122.51531	684205.71740	588578.33733	676380.69694	240862.74213	704249.45853	678251.13819	750613.69953	914713.62988	577974.54991	694953.23573	861488.95549	1397740.16702	811090.36502	180717.83146	793223.98042	895046.76824	673727.16025	737757.55524	589274.47860	857983.24626	909252.59191	550072.76074	800146.76752	598285.49320	622147.89443	749605.57357	766547.49588	716445.24557	1059046.60828	674324.32039	754053.60574	867195.60008	769665.10860	648962.88174	576732.93103	658089.89538	693786.38106	601358.95488	699534.49491	665000.51368	510773.41994	825778.23501	697932.95112	578281.87576	870543.48529	989300.48184	673068.30537	786138.25289	783438.49835	642394.43820	751567.22058	656648.89951	685460.29071	811825.36936	695871.58852	605659.36784	873903.98555	280940.02992	896335.45042	970369.70534	400235.59954	613135.16407	838503.76506	843420.65555	820639.27684	459999.90027	842430.38528	653542.62265	337539.36991	790305.47400	599049.23769	878600.87355	809621.67484	750545.80551	755069.20289	166670.82505	702816.80819	856472.70865	851396.17217	532184.83313	620942.72827	760661.98890	671291.76808
766.31109517863_117.624975	3164070.45718	4701195.97222	2622203.02919	4119988.04889	2852240.13719	2584510.14193	4253360.13926	4114923.34530	5448519.14581	3244760.33113	3324721.70854	3153925.48736	4536440.89781	4847880.60945	3947921.16684	2177871.95977	4007017.13844	5241208.65019	4110064.78432	4140194.93482	3289301.74377	6312645.84298	4944802.91913	4087171.59860	3336383.02120	4365956.76592	3816920.20144	3434939.35305	5360416.19463	2450977.83319	4236395.65095	2594677.51123	2637834.07641	4647542.24757	1861716.62028	3315039.14673	2222961.14757	2446925.33854	5875665.28178	2117488.96584	3667854.41901	4641637.84762	2971595.16016	4578323.99125	3217177.81326	2446174.18928	4184697.96327	3311993.22235	1309838.01615	3609903.36205	3956425.95776	3216712.19349	3970100.00838	4439439.30736	3504220.16647	2874848.25396	3320211.96203	4721502.78974	3590431.02527	6156718.90974	6519365.98296	3376269.57152	6489397.36525	2913779.10394	3863265.75990	5003534.71439	5059575.06996	5240141.87560	3505588.52324	3914798.28294	3699929.91223	5200435.79946	5352835.37655	5439806.84412	5335579.02782	5847675.17093	2594291.68090	2337787.75051	3354373.31965	2593700.10573	3637952.91268	2181029.69642	3532649.11652	4515152.83248	5761032.06191	3648246.54287	5717302.63767	5397693.59989	2255136.55199	5621503.83007	2809833.17359	2234146.06381	2742840.87518	3311572.48653	2208555.01356	1637835.21333	2865947.89619	3210310.62087	3562078.90123	3506022.59336	4842822.32113	5511227.59091	5298625.75763
766.695957974722_939.75993	1008545.04609	852029.44929	893482.38514	893985.25726	1050110.88254	812539.89098	942862.96140	910818.98658	862467.89488	1006054.40287	873127.02855	831950.99907	882137.18426	966910.21635	1015668.93253	929186.42300	963081.36327	836550.04512	839532.72476	859127.18390	870988.75807	904209.69700	1170169.72019	964838.83279	760052.79786	726096.50539	1047125.62942	980966.62233	884018.97003	882838.20685	985303.98563	969012.22386	969188.83792	975993.96166	942144.79846	1693996.23348	962536.50131	887424.41625	978546.39230	892607.13288	896696.54753	874746.94921	869620.88431	925781.69570	884564.55561	818799.98919	942914.57861	847501.36037	2233478.64747	851343.63336	986958.98162	911383.55050	941312.07107	835313.42068	863833.75215	878107.47982	924614.57565	900753.90221	958299.09683	985801.45819	1087926.17359	967263.21684	1063955.19158	914267.16907	875181.61311	975995.65331	923596.99974	914980.60575	821202.33506	847877.31384	737817.93210	967957.46760	977476.69965	911595.06958	1115132.47633	877733.05672	937493.51190	946771.84780	967570.04508	926774.03497	963208.65950	934269.20641	810309.66164	894350.43374	833475.99008	872152.75599	919468.08598	953747.08238	935368.79362	832236.98323	936854.52322	1093993.20641	818903.01577	986843.59810	1005036.34872	1054610.28633	873472.36263	805438.58316	815768.86403	916899.89167	810512.09676	901170.08673	822139.57409
767.314310693723_117.597618	1032359.41725	1578645.96665	853474.49323	1528376.07520	830496.19902	743616.66909	1360952.87261	1447252.59162	1815407.55294	1075831.20891	1080571.81082	1010465.19243	1513498.98614	1677094.61609	1309467.75852	655987.79489	1356702.65948	1686071.11254	1335257.53427	1435003.97823	1037146.15814	2130973.87301	1672066.37912	1355558.24778	1155317.87086	1439325.64004	1227685.01674	1219667.87553	1843914.83482	793541.51700	1370445.39253	1180628.70959	849511.62349	1611717.99512	618293.08141	1011066.54357	644667.26219	773699.48942	1919172.84696	604807.89906	1177867.06634	1557995.41396	944201.18028	1544708.81458	1067414.03015	735385.04422	1397287.34067	1095684.04642	255152.08364	1129313.06714	1369087.90916	1128152.29301	1277696.78713	1415042.24641	1092601.40858	929860.67851	1051352.96960	1701410.86884	1132867.96403	1969480.79860	2225329.30779	860517.84415	2120111.87896	956304.50925	1100263.18560	1686785.16588	1610633.93058	1773449.75362	1107970.31806	1206764.30978	1194749.32344	1639744.97436	1612513.37470	1944972.06414	1888183.88345	1954029.47709	827050.62557	734481.28811	1080971.25084	659871.53684	1268339.71837	701296.77412	1205672.99150	1546233.97277	1994213.63704	1198049.13257	2044331.89734	1852705.20785	686154.61728	1835021.63283	947445.01962	573905.30710	914245.43147	1175486.36593	723968.97153	469313.24810	793742.62930	1009412.09904	1203131.99643	1062759.60989	1634615.71085	1759671.33735	1782584.27264
767.467793856494_314.353014	637488.58017	298110.55950	1024658.90199	372218.39354	1333062.13790	458509.98453	528158.64885	378731.12056	457309.44732	319613.86783	572412.45137	706750.44513	589855.07479	255869.35122	293183.91133	1214795.75671	723438.94227	359810.38777	602071.24116	467212.76770	275144.36907	557892.70240	536656.36453	332532.89306	526645.39018	454360.94956	294952.46648	323933.40568	700990.76954	811623.25752	374706.28469	732527.50714	629265.78680	735616.97467	568754.58297	387614.50856	552291.86167	929731.45251	296151.58669	1423480.82568	670810.89066	690019.40224	788865.25205	296983.84072	405818.06159	1056083.11353	533025.54225	1061398.41880	685231.40322	388510.48815	332523.47035	386960.89355	504938.40362	769977.31867	382218.17717	414215.39122	1216731.59385	571590.56710	627069.18536	489249.78236	168748.97264	538290.96802	288695.32529	603791.49581	509321.61770	254827.89397	278403.12717	624082.00415	571259.34980	468382.34713	1126950.96220	373839.00202	320644.14190	236815.21735	272788.48228	520286.70912	991196.85392	445663.03863	370538.56744	1001306.98236	625900.54731	562800.62996	642176.66660	518851.88621	612391.52793	623033.77481	504410.11459	286517.41985	980718.88126	699912.70369	740837.93256	1328891.65751	1265260.17449	1022095.75229	557921.32093	959000.96885	855480.44551	766496.52518	757568.48550	893421.11897	546425.14913	427389.93414	422547.59043
771.508162925742_314.275686	2510389.46196	712769.23338	892475.10468	816382.93725	1265987.21754	451027.54967	826421.61849	666696.47364	842334.50081	559213.13987	763813.72989	1040194.84569	735505.34063	340118.30506	833304.79594	722110.21197	786639.41702	632493.36879	720933.79045	1031876.76253	424589.57926	894980.22613	783576.70480	721373.66521	563108.19121	516989.98718	450625.52768	757177.34403	1015071.08225	1422139.81156	590387.13395	829807.09304	641887.85780	708518.26798	791757.94226	636517.49473	921612.79936	758650.18986	559853.73499	1146267.81580	784936.34948	833959.15168	1128190.05437	559283.80379	848313.60306	673305.81341	822565.17545	1054714.49190	508876.77130	715293.93141	662404.09871	726975.33281	546233.70979	1456861.43157	656846.26025	1043297.24843	981406.31004	1005976.10669	820427.26982	843016.47248	462221.54714	514597.89023	586033.96253	856259.21012	535827.01431	444882.91562	473616.03283	940042.40276	793851.88932	872524.74524	1073748.40619	634264.28579	498827.20791	439754.95846	833629.01727	780778.78453	926415.82894	699295.20341	468530.98497	652739.52998	921871.72352	524693.09199	725049.30143	727617.74342	898941.08514	496166.58430	816295.47935	504451.67168	869797.79686	679825.67683	666057.84317	1026133.53655	1035697.11213	1079432.75448	858970.12788	745660.02959	712831.64938	752822.87065	735132.89520	715526.81541	685145.22956	789244.57812	809856.03549
771.569337936758_348.333105	10138975.96534	9770749.02680	3377551.61486	7137707.35051	3557244.32195	6749459.68874	11478017.77059	4947248.01851	5794490.86097	6168088.05672	4613153.89353	7658247.14462	10732100.79341	2667615.91400	4420948.48695	5632252.92340	3097179.79203	6128671.09507	7017901.67159	10568986.92721	4532616.65291	3841408.99980	7558141.41002	6661615.07172	5185651.79670	4960893.99867	3892439.74878	5653584.21777	4198015.65536	10739137.27054	4995105.59450	6887578.42221	5207478.02306	5716775.26028	8922061.24566	4444292.45375	8644692.57965	3770404.14050	4838362.21483	7561377.34349	4505804.71464	8637043.12855	8166358.30023	5577643.44544	5077038.95566	5829043.98222	4246355.51134	4002567.26441	5575668.46297	6391778.67328	4831038.97697	7269484.84370	2265513.41076	7820052.95634	5076391.75575	5433876.14384	6381543.38054	7559821.89341	5287804.98435	5783354.66660	4493258.53076	2786741.11860	8179706.22953	4245843.35372	3399006.78054	5560361.19387	3788197.06339	4259309.00918	4668487.53735	10947609.73860	7667607.42917	4871524.14643	3690300.83291	2646025.39886	6991748.41145	4223426.04683	5258615.26977	5824459.70640	4880150.29038	4684894.18238	4702284.08427	5004561.80592	6947825.54616	2772629.00708	4089524.27499	5311453.73917	5849810.57803	5006480.89800	6907072.24910	3866877.33101	5303496.25390	4828422.31131	4944382.33738	4812917.46385	8426379.25336	5723437.27327	5659689.18972	5825708.77023	5564276.34365	5403680.95630	5502704.82875	5396610.52151	5647363.93792
